Lead_Id,Age,Phone_No,Annual_Income_Bucket,Credit_Score,Country,State,No_Of_Dependents,Highest_Education,Ethnicity,No_Of_Children,Household_Size,Gender,Marital_Status
77ce0e75-2a6b-61c4-2470-36358268cf76,Middle Age,9524869003,60k-120k,>700,US,TX,0,College,white americans,0,1,Male,M
452e5422-8a3d-f77d-28c5-3e4382a964e0,Middle Age,9686997821,>120k,>700,US,NC,2,Graduate School,white americans,2,3,Male,M
7ddeb410-ed29-3a3f-8994-027ad367ea2e,Middle Age,9832346818,60k-120k,<350,US,WV,2,High School,african american,0,2,Male,M
af440a2f-ef56-19b4-b2e6-d7e8a5d9cccd,Young,9075962923,<60k,>700,US,ME,1,Attended Vocational,Latino,1,1,Male,M
04223b43-522e-2ab9-62de-7ca56c366605,Middle Age,9752949149,>120k,350-700,US,UM,0,Graduate School,african american,0,1,Male,M
f2920762-6a9e-3664-2171-25b0ce2005b7,Young,9680937554,>120k,350-700,US,MI,2,High School,african american,1,2,Male,M
85d7f73e-811f-f91d-93bb-bf19388b43b9,Senior Citizen,9722136019,60k-120k,<350,US,NM,1,High School,Latino,1,2,Male,M
ba8f079a-3fd3-740a-a287-5dd4764a9568,Middle Age,9713145762,>120k,<350,US,UT,2,College,Hispanic,1,1,Male,M
5fadfa70-e063-b513-266d-59cb660957f6,Middle Age,9915030591,>120k,>700,US,AK,3,College,Hispanic,0,2,Male,M
fb233502-b74b-0ea9-9e6f-86310b136178,Middle Age,9386495208,<60k,>700,US,ME,3,Attended Vocational,white americans,1,2,Male,M
43a23b07-0298-2aef-b79b-736cb74207a5,Senior Citizen,9020896293,60k-120k,>700,US,KY,1,High School,Hispanic,1,2,Male,M
84a8ee7e-1994-5f31-e3d0-95938e59f81d,Middle Age,9483424457,60k-120k,350-700,US,NJ,3,College,Hispanic,1,3,Male,M
9cac8f60-ebc6-34e7-2b5f-7de8d52d4f70,Young,9665681367,>120k,350-700,US,MP,0,College,Latino,0,1,Male,M
96234914-909d-bf53-8ae0-fd59735de5d2,Young,9575540731,60k-120k,>700,US,MD,3,High School,african american,2,3,Male,M
f7a9ee67-f789-fbd0-ca22-de3e88165338,Young,9507056398,>120k,350-700,US,IL,2,High School,Latino,1,2,Male,M
516c5140-5552-a6f9-494d-14a4336d6657,Middle Age,9124012397,<60k,>700,US,MH,0,Attended Vocational,white americans,0,1,Male,M
e6c7ec08-9e05-8779-8ed6-36bd69286c44,Young,9201390917,>120k,350-700,US,MN,2,Graduate School,african american,0,2,Male,M
fbb47a98-af09-7c38-bb54-e463de5cd876,Middle Age,9986893778,>120k,>700,US,IA,0,Graduate School,Hispanic,0,1,Male,M
2145f285-2a58-6b9d-3bd9-b1a643b7ef82,Middle Age,9032875892,60k-120k,<350,US,AK,2,Attended Vocational,african american,1,2,Male,M
0ac93082-7911-3f3f-bd8c-74461e86ca3b,Young,9475716926,>120k,>700,US,KY,1,Graduate School,african american,0,2,Male,M
29e6a770-f31c-0ca1-1233-210759b3cec7,Middle Age,9071627828,60k-120k,350-700,US,TN,1,College,african american,0,1,Male,M
78d82810-ad13-0f30-94c6-a696e4264370,Young,9412678027,<60k,350-700,US,KY,1,Graduate School,african american,0,2,Male,M
274fb5c5-a42c-c6d6-ac73-b26421275c56,Senior Citizen,9354907343,60k-120k,350-700,US,ND,2,College,white americans,0,2,Male,M
14edeea5-ec5e-6315-c42b-801aac7d257b,Middle Age,9283156192,60k-120k,350-700,US,AK,1,College,african american,1,2,Male,M
6aeeb761-289a-7ef7-4a4a-9b646b57eb97,Middle Age,9642442215,<60k,350-700,US,ME,1,Attended Vocational,Latino,0,1,Male,M
3701d171-a9ba-16cc-4a12-29828c7c6669,Young,9361006747,60k-120k,350-700,US,IL,2,Attended Vocational,white americans,2,3,Male,M
685ba158-c948-1918-495c-f33e74728e3a,Young,9903960674,<60k,350-700,US,FM,1,Graduate School,Hispanic,1,2,Male,M
363937c9-5fef-763a-8c7b-ddb8f9693e8b,Senior Citizen,9249252844,60k-120k,350-700,US,ME,1,Graduate School,Hispanic,1,1,Male,M
2cefd131-4472-fa36-f8da-63c1f59bb209,Middle Age,9058418953,>120k,>700,US,WV,2,High School,african american,2,2,Male,M
f150306d-e19f-a0c9-e252-7e111463d477,Young,9508824828,<60k,>700,US,SD,3,High School,Hispanic,3,2,Male,M
a39a18a0-728c-d3bc-0a37-9e00316b421a,Middle Age,9208311351,<60k,>700,US,RI,0,College,Latino,0,1,Male,M
a7e373ec-0b14-4073-eea5-c4f542dec271,Young,9827518548,>120k,<350,US,AL,3,College,Hispanic,2,4,Male,M
1283793a-bee2-77f2-e354-4e895cb783bf,Young,9542170612,60k-120k,350-700,US,NY,1,College,Latino,0,1,Male,M
58fc359e-6313-a147-ab4b-45a4a3d1196c,Young,9800937002,>120k,350-700,US,CT,3,College,Latino,3,2,Male,M
726b510d-f243-14f2-72fa-08e15456eae2,Middle Age,9077896345,>120k,>700,US,MA,3,Attended Vocational,white americans,2,4,Male,M
e8786a61-7958-2e6b-f08f-8db606b2ff6f,Senior Citizen,9036502196,60k-120k,>700,US,MT,3,College,african american,0,3,Male,M
c075d44d-f784-5e7f-640d-bcd02808793f,Middle Age,9078198320,>120k,>700,US,ME,2,Attended Vocational,Latino,1,2,Male,M
11733602-e11a-7454-57ed-dc792b704c5b,Young,9026215587,60k-120k,350-700,US,MA,2,Graduate School,white americans,1,1,Male,M
3566d22c-1c54-6188-41d7-1c9bab6b6dd0,Young,9541625696,<60k,350-700,US,LA,2,High School,Latino,1,2,Male,M
b479beb0-19ba-3945-2021-a43dda7b41fe,Young,9170212164,60k-120k,>700,US,ME,0,College,african american,0,1,Male,M
72d25a66-d20d-9b2f-1e20-d93e4ab1e6f1,Young,9468872720,<60k,>700,US,GU,2,Graduate School,african american,1,1,Male,M
636f8feb-bf61-ff8e-f2f0-73d0b61bb036,Middle Age,9387241716,60k-120k,<350,US,NE,3,High School,african american,2,2,Male,M
e7611ff8-6046-f062-b876-6c648f99a09d,Middle Age,9302976511,<60k,>700,US,AK,3,College,Latino,1,2,Male,M
7bf277af-9c84-9e7a-dc41-26b46c85e018,Middle Age,9322741186,60k-120k,<350,US,VT,0,Graduate School,Hispanic,0,1,Male,M
032753d2-bb64-2511-08c7-ed29906ac8a1,Young,9380137936,<60k,>700,US,NE,2,High School,Latino,2,3,Male,M
cba6d991-5535-80c4-5036-009ea6805fa2,Young,9812808851,60k-120k,350-700,US,NH,1,Graduate School,african american,0,1,Male,M
f25f5cd1-9e51-7ce2-103f-1d8541b9ce0a,Middle Age,9280489593,<60k,350-700,US,VI,3,High School,african american,2,4,Male,M
8204babc-7238-8fa9-490b-84a5f1230520,Young,9208863815,<60k,350-700,US,NV,2,College,white americans,0,1,Male,M
d237d52e-176e-e98d-bc16-da0cafa7d46a,Middle Age,9542948218,>120k,>700,US,GA,3,Graduate School,african american,1,2,Male,M
301b2736-0d2e-dd18-4e0d-974cd4b0fe73,Young,9706146526,<60k,350-700,US,WY,0,College,african american,0,1,Male,M
ce41fee5-e47e-d67d-9a83-ae926536ab89,Young,9023124467,>120k,<350,US,ME,0,College,african american,0,1,Male,M
ea9ce88a-79e2-cc5d-0909-3ef69bf3efd3,Middle Age,9183206382,60k-120k,350-700,US,AL,1,Graduate School,african american,0,2,Male,M
4a6e6a50-c5ca-10c7-0a74-409fb3ad9d86,Middle Age,9160970365,>120k,<350,US,WA,1,Attended Vocational,Latino,1,2,Male,M
680ece8c-1299-9d59-6b17-ff4a93373e6e,Senior Citizen,9352014363,60k-120k,<350,US,OK,3,High School,Hispanic,0,2,Male,M
bb22e8ce-f912-2820-d359-29b74bb874f2,Middle Age,9304301670,<60k,<350,US,VA,3,Attended Vocational,african american,1,3,Male,M
3da886c1-5483-f578-6b62-e1694f40da9b,Middle Age,9605131105,60k-120k,350-700,US,ID,2,College,Latino,0,2,Male,M
8b53998e-7a83-ebcd-1be4-4f6dbc15a5a1,Middle Age,9567622527,>120k,<350,US,MT,3,Attended Vocational,Hispanic,3,1,Male,M
1b5ef433-ea87-b879-607a-8c2bca3db1f5,Middle Age,9495186858,>120k,350-700,US,AZ,1,Graduate School,Latino,0,2,Male,M
f419daf9-ede8-25e8-363e-a5495f7802ae,Middle Age,9685796151,60k-120k,350-700,US,RI,1,Attended Vocational,Hispanic,1,1,Male,M
d9bdfc0e-ae86-832c-d961-53235b95ba84,Young,9596418333,>120k,350-700,US,MA,0,College,Hispanic,0,1,Male,M
7f59e754-b9a3-b049-56c2-9a220011b958,Middle Age,9013633764,>120k,>700,US,CO,0,Attended Vocational,Hispanic,0,1,Male,M
24c48140-87dd-f298-7c75-f26bed9fd935,Middle Age,9272966966,<60k,350-700,US,IL,1,Attended Vocational,Hispanic,1,2,Male,M
82c424c2-1434-00a1-7618-133a760e1b9c,Young,9393559420,<60k,>700,US,AZ,2,High School,Hispanic,2,1,Male,M
4c05a941-f45c-e02b-696b-9b8e0c466ac1,Middle Age,9978090468,>120k,350-700,US,CO,1,College,african american,1,2,Male,M
0c4f5711-cda4-2db7-e292-ab0df9009c19,Young,9984118774,60k-120k,350-700,US,DE,0,High School,white americans,0,1,Male,M
14e7bd98-1b57-0002-81b2-67de0ff68aaa,Middle Age,9764777135,>120k,350-700,US,MP,1,College,Hispanic,0,1,Male,M
15d4b638-f8d0-da7d-5293-253d8b363851,Middle Age,9577189442,<60k,>700,US,TN,1,High School,Hispanic,1,2,Male,M
9d27fb5c-15b9-432b-fa0c-99efe399f055,Young,9699328923,60k-120k,350-700,US,PR,2,Attended Vocational,Latino,2,2,Male,M
147ca532-1ee2-5735-3c43-7538a9a811d5,Middle Age,9069684647,60k-120k,350-700,US,HI,0,High School,Hispanic,0,1,Male,M
5a33a952-5a6a-7f73-1cf4-a806996b1f1f,Young,9687680632,<60k,>700,US,ND,0,Attended Vocational,Latino,0,1,Male,M
f733841c-4c04-a522-6c6b-d7d532d17d6b,Middle Age,9425919343,60k-120k,>700,US,LA,0,College,Hispanic,0,1,Male,M
308bd0e3-04a5-7fec-35b0-c91fd8922d85,Young,9890306747,60k-120k,>700,US,MD,2,High School,Hispanic,1,2,Male,M
bfd1b7b7-9295-4998-946f-7928fe2ede22,Middle Age,9241235435,<60k,<350,US,OK,2,Attended Vocational,white americans,2,2,Male,M
5df14e9a-45f2-6d41-ba88-b5df4f19c4ad,Middle Age,9761713927,60k-120k,<350,US,NM,1,Graduate School,Latino,0,1,Male,M
f9459fcd-6776-e8b4-786d-93ecee05f820,Young,9469603263,60k-120k,<350,US,ND,1,Graduate School,Hispanic,1,1,Male,M
cd8039a0-f60e-1946-c468-2f18e4a88bc0,Middle Age,9553461746,60k-120k,>700,US,ME,1,Graduate School,african american,1,1,Male,M
62af1eed-4139-36a2-1cf7-dd908fba6a1d,Young,9030737907,>120k,350-700,US,MT,1,Attended Vocational,african american,0,2,Male,M
1c935bc8-3117-6c31-f9f8-7fa1625d0888,Senior Citizen,9176074628,60k-120k,<350,US,MH,2,Attended Vocational,white americans,1,3,Male,M
fdac9d3b-6732-4b53-dc92-f70f6b860cbe,Middle Age,9015519804,<60k,<350,US,IN,3,College,Hispanic,0,3,Male,M
f1919ef2-4ce7-79a3-cfd1-db92356a4ae4,Middle Age,9083367823,60k-120k,>700,US,WV,2,High School,african american,0,1,Male,M
18e7c857-3fea-497e-14a6-424d80096c4a,Senior Citizen,9832473005,<60k,350-700,US,CO,2,High School,Hispanic,2,3,Male,M
dbb91d98-389d-38f5-e998-4e5ba8af40d3,Senior Citizen,9154106220,60k-120k,350-700,US,CT,3,High School,Latino,2,2,Male,M
f21cdcb6-f486-3b0c-488b-37b21753fc74,Young,9744731683,60k-120k,>700,US,MD,2,Attended Vocational,Hispanic,1,3,Male,M
bbacc815-669c-c447-2808-359e500a90e3,Young,9992148820,60k-120k,>700,US,NM,2,Attended Vocational,white americans,0,2,Male,M
0c86d17b-5d4e-202a-12c7-192f366a83fe,Senior Citizen,9960504693,>120k,350-700,US,UM,3,College,Latino,2,1,Male,M
a6145d4e-c66d-fb72-65eb-4347dd752481,Young,9727353604,60k-120k,350-700,US,OH,3,College,Latino,1,4,Male,M
25719272-5b27-df13-b0e1-b0b3402dd33e,Young,9313463138,>120k,<350,US,KY,3,Attended Vocational,african american,0,4,Male,M
0a739a51-2800-126f-8729-b4fec5e1c8c4,Senior Citizen,9513699910,60k-120k,>700,US,NH,0,Graduate School,white americans,0,1,Male,M
f14257e5-21b6-6298-b704-cda33cbf8436,Young,9483334451,60k-120k,>700,US,AS,3,Attended Vocational,white americans,2,3,Male,M
c60f5a67-2647-3c0c-b791-8db9e59c9c81,Middle Age,9269850266,>120k,<350,US,CA,0,Attended Vocational,Latino,0,1,Male,M
496739bd-99df-c1a3-b7fb-1c6af361f8de,Middle Age,9565941181,60k-120k,350-700,US,WI,2,College,Latino,1,1,Male,M
7afe92ac-4a41-d7ff-9092-265d5270e2d2,Middle Age,9279737031,60k-120k,350-700,US,AS,0,Graduate School,Latino,0,1,Male,M
6eaf3493-a16f-0609-8d7f-98891fa723bc,Middle Age,9653311785,60k-120k,350-700,US,VI,2,Graduate School,Latino,1,2,Male,M
3e91d082-9351-6727-e17f-c341ab788f97,Middle Age,9963935929,60k-120k,350-700,US,GA,1,Graduate School,Latino,0,1,Male,M
9c61f0c8-2409-54f0-7d3b-9a2ce9387cba,Middle Age,9249285550,<60k,>700,US,MI,1,High School,white americans,0,1,Male,M
db292f56-1b44-c043-17b9-8568e8c665f3,Middle Age,9834341463,60k-120k,>700,US,IN,1,College,african american,0,1,Male,M
d246a2ed-aa0f-97a2-eb4f-ce3859f6ff3b,Middle Age,9079071739,60k-120k,>700,US,MS,3,Attended Vocational,Latino,3,2,Male,M
0314f8ac-daea-a622-bad3-265e118bb2c6,Middle Age,9947371516,60k-120k,<350,US,VI,2,College,african american,0,2,Male,M
e98b0447-3191-da09-3151-b2c7a892e4b1,Young,9004612584,<60k,>700,US,AR,1,High School,Latino,1,1,Male,M
4a640326-f573-adbe-2761-e8ddf41c4506,Middle Age,9733939889,60k-120k,350-700,US,PA,0,Graduate School,african american,0,1,Male,M
f67715cc-af30-e848-519e-d1c94987d057,Young,9960279883,>120k,<350,US,GU,1,Graduate School,Hispanic,1,2,Male,M
fcac7d2c-29ad-7e1a-e906-11be99c52316,Senior Citizen,9160996816,>120k,350-700,US,VT,2,Attended Vocational,Latino,0,3,Male,M
14cb198d-4d82-13cc-fe83-bef9919f2169,Middle Age,9183650580,<60k,>700,US,MA,3,High School,white americans,1,2,Male,M
2105f63e-5dec-a4eb-df48-455990f4ea8e,Young,9652121579,>120k,>700,US,VA,3,High School,african american,2,3,Male,M
bda8422a-3c90-dbf3-3fba-ad6702b9dd84,Young,9111000584,60k-120k,>700,US,NC,1,Graduate School,Hispanic,0,2,Male,M
6328aaaf-ae5f-d10a-18cd-931293a9e45c,Young,9520350353,<60k,<350,US,FM,2,Attended Vocational,african american,1,2,Male,M
012f02ff-297e-3113-e01a-0c2edd7a3615,Middle Age,9756688348,60k-120k,>700,US,PR,3,Attended Vocational,african american,1,1,Male,M
a2c40d8a-26e8-696b-0004-077f4eca44ae,Middle Age,9560298377,60k-120k,<350,US,MA,0,High School,african american,0,1,Male,M
4728c0aa-cc8c-2854-5d85-f9f30defd846,Young,9382553836,60k-120k,>700,US,VT,3,High School,african american,2,1,Male,M
e9f9a8fb-cfaf-a660-a123-b0ecd5bd11ae,Young,9630198239,60k-120k,<350,US,US,1,High School,white americans,1,1,Male,M
f3660da6-d94f-9e3d-a367-216575230269,Middle Age,9985385713,<60k,350-700,US,WA,1,Graduate School,Hispanic,0,1,Male,M
e2af3b97-405b-11de-6536-09fb195c4995,Senior Citizen,9055730077,<60k,<350,US,OH,2,College,Hispanic,1,2,Male,M
575706ea-d0d8-4521-fd11-bdc96c0f1ac0,Middle Age,9550911677,60k-120k,<350,US,PA,0,College,Hispanic,0,1,Male,M
37f76560-ef77-1a07-e484-e04614cdf860,Senior Citizen,9534848156,60k-120k,350-700,US,AR,1,Attended Vocational,Hispanic,0,1,Male,M
0e5dec11-1377-a8b4-f00f-e3f31acbdfc5,Young,9459257971,>120k,<350,US,HI,2,Graduate School,Hispanic,2,2,Male,M
babb6668-8b8f-1688-933b-40e77dc12ab6,Middle Age,9811540999,60k-120k,<350,US,GU,2,College,white americans,2,3,Male,M
91c10fc6-f560-21b4-c3ef-ab0f5d30a981,Young,9191078447,60k-120k,350-700,US,IA,3,Attended Vocational,Hispanic,0,3,Male,M
3af27b68-b147-766e-c858-a13f70bdda0c,Senior Citizen,9384999126,60k-120k,<350,US,SD,1,Graduate School,african american,1,1,Male,M
926f8686-579f-3d30-b7c2-bfbba6989aa3,Middle Age,9297028464,60k-120k,>700,US,DE,3,Graduate School,Latino,2,1,Male,M
9c363f13-cd5f-bef6-7a96-f57c99bca992,Middle Age,9832493344,60k-120k,350-700,US,WY,2,College,Hispanic,2,3,Male,M
b00e53e9-564a-edd2-e627-7a9e72687b42,Senior Citizen,9942256350,>120k,>700,US,MH,2,Attended Vocational,african american,0,2,Male,M
e8d4e444-71f4-b3c4-8481-5546cc0bbaf0,Young,9698425246,>120k,350-700,US,WY,0,Attended Vocational,african american,0,1,Male,M
f92ea144-80d0-113a-0f64-54598466e577,Middle Age,9234881174,>120k,<350,US,NJ,1,Attended Vocational,Hispanic,0,2,Male,M
d6acfdcd-99e9-f11f-3a18-07a3306d34ab,Middle Age,9968308714,60k-120k,350-700,US,OH,3,College,white americans,2,3,Male,M
46956efd-d4a8-ec78-7c8c-399f7a1f8201,Middle Age,9255889540,60k-120k,350-700,US,NJ,2,Attended Vocational,Hispanic,1,2,Male,M
0ef86a3d-ecf8-d8ad-2475-57d7ad7559fb,Middle Age,9204260763,60k-120k,<350,US,TN,3,Graduate School,african american,0,3,Male,M
2d79b660-113d-f544-b969-148fe7821d5b,Middle Age,9558220250,>120k,<350,US,AR,2,Attended Vocational,Hispanic,2,2,Male,M
d828b78e-07c0-d89e-b263-c634587cb0d3,Middle Age,9732378726,60k-120k,<350,US,VT,2,Attended Vocational,white americans,1,2,Male,M
fab55669-3311-453d-ece5-eb4d44d96b0c,Middle Age,9355505212,<60k,<350,US,ID,1,High School,white americans,0,1,Male,M
b3060871-a39d-9251-7ce6-4cbf890ad33c,Middle Age,9764163643,<60k,>700,US,GU,0,Attended Vocational,Latino,0,1,Male,M
ed1b31bb-bc88-e0e1-5189-c61052c94e93,Young,9271582106,60k-120k,<350,US,AZ,1,Attended Vocational,white americans,1,2,Male,M
fb2b7753-b569-50a7-c46a-660b68a23622,Middle Age,9316245167,>120k,<350,US,GU,2,Attended Vocational,Hispanic,1,2,Male,M
6e2ab1d6-cf0a-9953-8509-92b37a8dcd35,Middle Age,9614535153,>120k,<350,US,SD,1,High School,african american,1,2,Male,M
d38facf6-5b33-4ab3-8093-c88238e991ca,Middle Age,9950372013,>120k,350-700,US,US,1,Attended Vocational,african american,0,2,Male,M
d8fd3739-aaf6-28e7-58f7-fc2e53976e44,Middle Age,9593157640,<60k,350-700,US,MD,3,High School,Hispanic,1,2,Male,M
41eb8c68-47b3-2cb4-1aec-6082b2f4852f,Young,9382657808,<60k,<350,US,AS,2,Graduate School,Latino,1,2,Male,M
4489d3b7-72db-61d3-885d-215589d80872,Middle Age,9439707449,60k-120k,<350,US,AZ,2,Attended Vocational,white americans,1,1,Male,M
49fc716d-33c4-ec55-cb35-f9343dd01ace,Young,9513244278,>120k,>700,US,US,0,High School,Latino,0,1,Male,M
1bc20a75-80bc-70ba-ad42-7f018ad6547b,Young,9051850949,>120k,>700,US,MT,2,College,african american,1,1,Male,M
5e579f0c-e6e2-cef5-1fa1-1a0dff0116c8,Middle Age,9502916930,<60k,>700,US,WA,1,Attended Vocational,white americans,1,1,Male,M
e4f17e42-5d5d-7f5d-85b4-c7997c6dd82d,Middle Age,9323263753,<60k,>700,US,LA,0,Attended Vocational,Latino,0,1,Male,M
a08f0165-88f2-6c6b-b2d1-6c3f6a1278e0,Middle Age,9034248136,>120k,350-700,US,OK,0,Graduate School,Hispanic,0,1,Male,M
fa140495-2b36-8595-afa0-0045f36b0232,Middle Age,9116302821,>120k,<350,US,SD,3,Attended Vocational,Latino,3,3,Male,M
ba0bcd7a-5bbe-f1b1-2eec-0bb620b71ba7,Young,9411372300,60k-120k,350-700,US,TX,0,Graduate School,Hispanic,0,1,Male,M
3db3f4aa-3a1a-f81f-7f9e-97ee826f7efc,Middle Age,9937142887,60k-120k,350-700,US,VA,2,College,african american,0,2,Male,M
faa14e9b-dc51-6b20-eba0-5951d4e1afbe,Middle Age,9511508012,>120k,350-700,US,TN,0,Graduate School,african american,0,1,Male,M
974f856c-af82-82da-334d-a986a533ccc5,Young,9251302307,60k-120k,350-700,US,AL,0,College,white americans,0,1,Male,M
bec975ba-c317-e275-f8b6-e8472746018a,Middle Age,9601258466,<60k,>700,US,PR,0,High School,Latino,0,1,Male,M
e05613a1-4593-244d-657a-a001e544bcb2,Young,9018906139,<60k,<350,US,NE,1,High School,Hispanic,1,2,Male,M
eea43eef-d56c-241d-4ff2-c251b5efd24c,Middle Age,9213463618,>120k,350-700,US,MD,2,High School,african american,1,2,Male,M
1341afd1-0237-6d1b-fb33-f46867ef4f85,Middle Age,9113521246,60k-120k,350-700,US,WI,0,College,african american,0,1,Male,M
e93cd5fd-95e3-e08a-fafd-33df3b617646,Senior Citizen,9139079899,60k-120k,<350,US,MH,1,High School,Latino,0,1,Male,M
5e19b3a6-f8fe-5b98-c96b-e371f87fa005,Young,9085175165,>120k,>700,US,NH,2,Graduate School,Hispanic,1,2,Male,M
46c7a1ef-b8da-0083-9e6f-e3049ce5c9e3,Senior Citizen,9661904913,>120k,>700,US,NM,0,Attended Vocational,white americans,0,1,Male,M
2e877260-a687-5b10-c248-254f985ce8d3,Middle Age,9525074734,<60k,350-700,US,SD,0,High School,african american,0,1,Male,M
a9251303-61a3-8b1f-0fd5-7c5bb81857db,Middle Age,9710140063,<60k,350-700,US,AR,0,Attended Vocational,african american,0,1,Male,M
7d45a5c0-6887-6d6d-5398-48fdf06e3755,Senior Citizen,9337981229,60k-120k,<350,US,SC,0,College,Latino,0,1,Male,M
f9937b22-2fb4-98eb-a0e2-8b6f9ba9b3b9,Middle Age,9504385543,<60k,>700,US,VA,1,High School,african american,0,1,Male,M
e6df4338-7a43-474a-761e-af900c11b53b,Middle Age,9830996654,<60k,>700,US,SD,0,High School,Hispanic,0,1,Male,M
529b0837-9d98-4135-8e0d-99eb4e1105b7,Young,9735155853,<60k,>700,US,IL,0,College,Latino,0,1,Male,M
fa2e1854-386f-5c76-9587-f0f602f02a82,Senior Citizen,9112165500,60k-120k,350-700,US,UM,2,College,african american,1,1,Male,M
ed3df8db-bf6c-d92a-f225-6a97d6ee484e,Middle Age,9884884539,<60k,<350,US,SD,0,Graduate School,white americans,0,1,Male,M
d1ad6fc9-b02c-adb2-d268-0c38a367d46c,Young,9008721942,>120k,350-700,US,FL,2,College,white americans,1,2,Male,M
355f0e62-7218-4e26-f52b-940fc81ef9c4,Young,9736303083,60k-120k,350-700,US,CO,3,College,Latino,1,4,Male,M
529a1cbf-f95f-15df-e028-e7fc7c40070e,Middle Age,9568006798,<60k,>700,US,DE,0,Attended Vocational,african american,0,1,Male,M
ec2135d9-7b8a-2fc4-8459-0e36531966fe,Young,9818108404,60k-120k,>700,US,OK,1,Attended Vocational,african american,1,2,Male,M
20570b76-fb21-e396-a0cb-26b8b27d5bee,Middle Age,9099772624,60k-120k,>700,US,NC,3,Attended Vocational,Latino,2,1,Male,M
fbb8d4a1-ce88-00b6-5dde-51737a24e336,Senior Citizen,9717432881,60k-120k,350-700,US,UM,2,High School,Hispanic,1,2,Male,M
6ce93c16-468a-b5b0-fedb-a8ff12667a29,Middle Age,9835179019,60k-120k,<350,US,AS,0,Attended Vocational,Hispanic,0,1,Male,M
6ba58b64-6a43-dbd9-87c2-6bd99b398808,Middle Age,9674492302,60k-120k,350-700,US,MO,1,College,african american,0,2,Male,M
d3f2e4ce-d374-11ff-e1fa-c372f9b2caba,Senior Citizen,9653942563,>120k,>700,US,HI,2,College,Latino,2,1,Male,M
d58255b2-e8dd-9348-a53e-71faac0bb4bf,Middle Age,9252733895,<60k,>700,US,KS,0,High School,Latino,0,1,Male,M
6b961ce5-aacf-9d59-274f-154904928230,Young,9433613527,<60k,350-700,US,UM,2,Graduate School,white americans,1,2,Male,M
041971ab-a2ed-6d85-d651-bdccb2fa2fb7,Young,9519533375,>120k,>700,US,FM,3,High School,Latino,3,3,Male,M
07fa12b2-a805-3ac2-1a18-6d834e5d6364,Middle Age,9301351501,<60k,>700,US,AL,0,High School,Hispanic,0,1,Male,M
e6700921-b427-8c4c-65a3-42f564d0697f,Middle Age,9189206056,>120k,350-700,US,MT,2,College,Hispanic,0,2,Male,M
1136b333-92e9-71a4-e931-d9d2824f99f8,Senior Citizen,9213623883,60k-120k,350-700,US,MA,3,Graduate School,african american,2,1,Male,M
8e6e4ef5-a0e5-7ac0-1197-87470e6febc3,Middle Age,9237228182,<60k,350-700,US,SD,3,College,Latino,1,4,Male,M
21b543c4-2402-3910-666b-507ba959b44c,Middle Age,9429332158,60k-120k,<350,US,FM,0,Attended Vocational,Latino,0,1,Male,M
1f2cb6fb-7efe-2847-d6d8-61a18a6d61b2,Middle Age,9813456998,<60k,350-700,US,OR,2,College,white americans,2,1,Male,M
7a92e6b4-463d-37d3-3454-47f45045857b,Senior Citizen,9371369527,>120k,>700,US,MS,2,Graduate School,Latino,1,1,Male,M
128406a4-6d95-fe52-bcf9-0ce9695b9ed5,Middle Age,9610390657,60k-120k,>700,US,TX,1,High School,white americans,0,1,Male,M
45d4989d-01ba-93b3-35bd-dbd98787226c,Middle Age,9587795063,>120k,>700,US,PA,0,Graduate School,african american,0,1,Male,M
d5b139d4-0704-0373-e38c-498d1099b267,Young,9342544987,<60k,350-700,US,UT,0,Attended Vocational,Hispanic,0,1,Male,M
5e02079f-cbcf-49d3-ee64-4fc84b41b92c,Middle Age,9701175210,60k-120k,<350,US,VI,2,High School,african american,0,2,Male,M
c3d0c6d3-6040-7306-b7d3-df0e0c02fb34,Young,9006864667,60k-120k,350-700,US,OR,2,Attended Vocational,white americans,2,3,Male,M
de606e86-7b4b-63f8-32eb-ed8ce81024a0,Middle Age,9530104786,60k-120k,<350,US,UM,2,High School,Latino,1,3,Male,M
7ff5aa13-47fc-9c95-43dd-18396cab166d,Senior Citizen,9540968186,<60k,<350,US,HI,1,Attended Vocational,Hispanic,1,1,Male,M
85e9aee0-1ab5-7e99-65ce-d776d5f2f919,Senior Citizen,9112323486,60k-120k,<350,US,TN,3,College,african american,1,2,Male,M
59c52ea2-28b0-e8c0-3668-a7886ae22333,Middle Age,9380530728,60k-120k,<350,US,VT,3,College,Hispanic,0,4,Male,M
0880041c-a35a-3b87-4de0-9871cc704dba,Senior Citizen,9329432902,>120k,350-700,US,WI,2,High School,Latino,2,2,Male,M
93cbd6e6-c8c5-25b3-d06d-54202c67b309,Middle Age,9020839490,<60k,>700,US,UM,2,High School,Latino,1,2,Male,M
43dac843-a320-0e22-9a46-beb29ba35df5,Young,9717909567,>120k,350-700,US,MA,1,College,white americans,1,2,Male,M
ee73773a-49b7-2e2b-62c4-9fcdb4f60f32,Senior Citizen,9044624229,60k-120k,350-700,US,GU,0,Graduate School,white americans,0,1,Male,M
9e916314-07e4-d6a0-5da9-ba99ddddbc28,Middle Age,9797081143,<60k,>700,US,AL,3,College,Latino,2,2,Male,M
51652cf8-2d8b-c1ff-43ec-f9712d1863af,Middle Age,9507769426,>120k,>700,US,DC,0,High School,african american,0,1,Male,M
